Designator,Mid X,Mid Y,Rotation,Layer
BRDC1,19.28,-22.47,0.0,top
RVC1,7.26,-57.57,270.0,top
RVC2,19.26,-57.58,90.0,top
RVC3,31.26,-57.57,90.0,top
SWC1,19.26,-88.79,0.0,top
SWC2,5.84,-88.81,0.0,top
SWC3,32.67,-88.81,0.0,top
